RA,ANO,FASE,PEDRA,INDE,IAA,IEG,IPS,IDA,IPV,IAN,DEFASAGEM,GENERO,IDADE,ANO_INGRESSO,PONTO_VIRADA,IPP
RA-733,2022,0,AGATA,6.684,9.5,8.5,5.6,5.1,6.917,5.0,-1,Feminino,9,2022,Não,7.53125
RA-734,2022,0,AGATA,6.952,9.5,7.2,5.6,7.3,7.417,5.0,-2,Feminino,10,2022,Não,7.6479166666
RA-735,2022,0,AMETISTA,7.485,9.0,9.0,5.6,7.3,8.583,5.0,-2,Feminino,10,2021,Sim,8.1791666666
RA-736,2022,0,AGATA,6.707,9.0,8.5,5.6,5.4,7.0,5.0,-2,Masculino,10,2022,Não,7.34375
RA-737,2022,0,AMETISTA,8.058,9.5,9.2,5.6,9.0,9.167,5.0,-1,Feminino,9,2022,Sim,7.572916666599999
RA-738,2022,0,AMETISTA,7.227,8.5,8.1,5.6,5.7,7.5,10.0,0,Feminino,8,2022,Não,7.2125
RA-739,2022,0,AGATA,6.82,6.4,7.3,5.6,5.9,7.083,10.0,0,Masculino,8,2022,Não,6.775
RA-740,2022,0,AMETISTA,7.218,8.5,9.0,5.6,7.2,7.5,5.0,-1,Feminino,9,2022,Não,8.2729166666
RA-741,2022,0,AGATA,6.896,9.5,8.4,5.6,6.3,7.417,5.0,-2,Feminino,10,2022,Não,7.385416666599999
RA-742,2022,0,AMETISTA,7.097,8.5,8.7,5.0,7.3,7.5,5.0,-1,Feminino,9,2022,Não,8.0104166666
RA-743,2022,0,AGATA,6.672,10.0,7.9,5.6,4.8,7.5,5.0,-1,Feminino,9,2022,Não,7.40625
RA-744,2022,0,AMETISTA,7.742,9.5,9.7,5.6,6.2,7.5,10.0,0,Feminino,8,2022,Não,7.729166666599999
RA-745,2022,0,AMETISTA,7.382,9.0,8.5,5.6,8.1,7.75,5.0,-1,Masculino,9,2021,Não,8.0208333334
RA-746,2022,0,AMETISTA,7.656,8.0,9.1,5.6,7.2,7.417,10.0,0,Masculino,8,2022,Não,8.1791666666
RA-747,2022,0,AMETISTA,7.676,10.0,7.6,7.5,8.8,7.917,5.0,-2,Feminino,11,2022,Não,8.3854166666
RA-748,2022,0,TOPAZIO,8.084,10.0,9.0,7.5,9.1,8.25,5.0,-1,Masculino,9,2022,Não,8.15625
RA-749,2022,0,AMETISTA,7.484,9.5,7.7,7.5,8.8,7.25,5.0,-1,Masculino,9,2022,Não,8.1666666666
RA-750,2022,0,AGATA,6.344,9.5,8.9,4.4,6.8,5.167,5.0,-2,Masculino,10,2019,Não,7.145833333400001
RA-751,2022,0,QUARTZO,5.246,8.5,5.8,7.5,3.8,6.167,5.0,-2,Masculino,11,2022,Não,7.208333333400001
RA-752,2022,0,TOPAZIO,8.197,10.0,9.0,7.5,9.5,8.417,5.0,-2,Feminino,11,2022,Sim,8.5208333334
RA-753,2022,0,TOPAZIO,8.481,9.5,8.6,7.5,9.1,8.417,10.0,0,Feminino,8,2022,Sim,7.75
RA-754,2022,0,AGATA,6.602,10.0,5.8,4.4,7.9,6.917,5.0,-1,Masculino,9,2022,Não,6.895833333400001
RA-755,2022,0,TOPAZIO,8.566,9.5,9.2,6.9,9.5,8.083,10.0,0,Masculino,8,2022,Não,8.3333333334
RA-756,2022,0,AGATA,6.976,10.0,7.9,7.5,5.7,7.25,5.0,-1,Masculino,9,2022,Não,7.5625
RA-757,2022,0,TOPAZIO,8.26,9.5,9.3,7.5,9.7,8.5,5.0,-1,Feminino,9,2022,Sim,7.729166666599999
RA-758,2022,0,AMETISTA,7.911,9.0,9.1,7.5,8.1,8.333,5.0,-1,Masculino,9,2022,Não,7.46875
RA-759,2022,0,AMETISTA,7.563,9.0,8.6,7.5,7.5,7.833,5.0,-2,Feminino,10,2021,Não,7.254166666800001
RA-760,2022,0,TOPAZIO,8.172,9.0,9.2,7.5,8.8,8.917,5.0,-2,Masculino,11,2021,Sim,7.78125
RA-761,2022,0,TOPAZIO,8.06,10.0,9.4,7.5,8.2,8.25,5.0,-1,Masculino,9,2022,Não,8.1875
RA-762,2022,0,AMETISTA,7.28,10.0,9.7,7.5,6.7,7.083,2.5,-3,Masculino,12,2022,Não,7.5708333334
RA-763,2022,0,AMETISTA,7.402,9.5,9.7,7.5,6.5,7.167,5.0,-2,Feminino,10,2021,Não,7.51875
RA-764,2022,0,AMETISTA,8.004,9.0,8.8,7.5,7.5,7.667,10.0,0,Masculino,8,2022,Não,8.0395833334
RA-765,2022,0,AGATA,6.902,8.5,9.3,7.5,4.3,7.417,5.0,-1,Masculino,9,2022,Não,7.7708333332
RA-766,2022,0,TOPAZIO,8.185,10.0,9.5,7.5,8.7,8.333,5.0,-2,Feminino,11,2020,Não,8.7916666666
RA-767,2022,0,AMETISTA,7.511,9.5,9.0,7.5,7.0,7.583,5.0,-2,Masculino,10,2021,Não,8.125
RA-768,2022,0,AMETISTA,7.646,9.0,10.0,7.5,7.1,7.583,5.0,-2,Feminino,10,2021,Não,8.0229166666
RA-769,2022,0,AMETISTA,7.598,10.0,7.5,7.5,7.9,8.5,5.0,-1,Feminino,9,2022,Sim,7.88125
RA-770,2022,0,TOPAZIO,8.143,9.5,8.9,7.5,8.3,7.333,10.0,0,Masculino,7,2022,Não,8.2916666666
RA-771,2022,0,AMETISTA,7.873,10.0,8.3,7.5,7.0,7.5,10.0,0,Feminino,7,2022,Não,6.98125
RA-772,2022,0,AGATA,6.994,9.0,5.4,7.5,9.2,7.25,5.0,-2,Masculino,11,2021,Não,6.895833333400001
RA-773,2022,0,AGATA,6.922,10.0,6.8,5.0,8.1,7.083,5.0,-1,Feminino,9,2022,Não,7.4958333334
RA-774,2022,0,AMETISTA,7.587,10.0,7.8,7.5,6.1,7.417,10.0,0,Feminino,8,2022,Não,7.625
RA-775,2022,0,QUARTZO,5.79,7.9,5.7,4.4,5.7,6.417,5.0,-2,Masculino,10,2021,Não,7.375
RA-776,2022,0,QUARTZO,3.898,0.0,4.3,4.4,1.7,6.333,5.0,-1,Feminino,9,2022,Não,6.552083333400001
RA-777,2022,0,AMETISTA,7.096,8.0,7.7,7.5,5.3,7.0,10.0,0,Masculino,8,2022,Não,7.64375
RA-778,2022,0,AMETISTA,7.432,10.0,6.7,7.5,7.1,8.833,5.0,-1,Feminino,9,2021,Sim,7.53125
RA-779,2022,0,QUARTZO,5.702,9.5,5.0,7.5,2.6,7.083,5.0,-2,Masculino,10,2022,Não,7.4875
RA-780,2022,0,AGATA,6.955,8.0,7.6,7.5,6.9,7.167,5.0,-1,Feminino,9,2022,Não,7.5875
RA-781,2022,0,AMETISTA,7.786,10.0,8.9,7.5,8.3,7.75,5.0,-1,Feminino,9,2021,Não,8.2916666666
RA-782,2022,0,AMETISTA,7.485,9.5,8.4,7.5,6.0,7.0,10.0,0,Masculino,8,2022,Não,7.46875
RA-783,2022,0,AGATA,6.996,9.5,5.8,7.5,6.0,6.917,10.0,0,Masculino,8,2021,Não,7.2291666668
RA-784,2022,0,TOPAZIO,8.34,9.5,10.0,7.5,8.2,9.25,5.0,-1,Masculino,9,2022,Sim,8.625
RA-785,2022,0,AMETISTA,7.642,9.0,8.6,7.5,8.4,7.667,5.0,-1,Feminino,9,2022,Não,7.15625
RA-786,2022,0,AGATA,7.004,9.0,9.5,5.6,6.1,7.167,5.0,-2,Masculino,11,2019,Não,7.479166666599999
RA-787,2022,0,AMETISTA,7.205,8.5,9.5,7.5,3.4,7.25,10.0,0,Masculino,8,2022,Não,7.1625
RA-788,2022,0,TOPAZIO,8.264,10.0,9.3,5.6,8.0,8.667,10.0,0,Masculino,8,2021,Sim,8.03125
RA-789,2022,0,AMETISTA,7.405,9.0,9.4,7.5,4.2,7.417,10.0,0,Feminino,7,2022,Não,7.854166666599999
RA-790,2022,0,AMETISTA,7.504,9.0,8.9,7.5,7.8,7.417,5.0,-2,Feminino,11,2022,Não,8.2291666666
RA-791,2022,0,AMETISTA,7.507,9.5,8.7,7.5,6.5,8.5,5.0,-2,Feminino,11,2022,Sim,7.291666666599999
RA-792,2022,0,AGATA,7.025,9.5,8.0,7.5,6.2,7.167,5.0,-1,Feminino,9,2022,Não,7.416666666599999
RA-793,2022,0,AGATA,6.894,9.5,7.6,7.5,6.0,7.333,5.0,-2,Masculino,10,2022,Não,7.15625
RA-794,2022,0,AMETISTA,7.335,9.5,8.9,7.5,4.1,7.333,10.0,0,Feminino,8,2022,Não,7.8958333332
RA-795,2022,0,TOPAZIO,8.064,9.0,9.7,7.5,7.3,7.333,10.0,0,Feminino,8,2022,Não,7.9375
RA-796,2022,0,AMETISTA,7.232,9.5,9.3,7.5,5.4,7.667,5.0,-2,Feminino,10,2022,Não,8.104166666800001
RA-797,2022,0,AMETISTA,7.217,9.0,8.5,7.5,7.3,7.5,5.0,-2,Masculino,10,2021,Não,8.0104166666
RA-798,2022,0,AMETISTA,7.049,8.0,8.3,7.5,6.3,7.667,5.0,-2,Masculino,10,2022,Não,7.739583333400001
RA-799,2022,0,AMETISTA,7.676,8.0,9.6,7.5,7.8,7.917,5.0,-2,Feminino,10,2022,Não,7.4375
RA-800,2022,0,AGATA,6.818,8.0,5.4,7.5,6.1,7.5,10.0,0,Masculino,8,2022,Não,7.40625
RA-801,2022,0,AGATA,6.644,7.0,6.6,7.5,6.8,7.5,5.0,-1,Masculino,9,2022,Não,7.46875
RA-802,2022,0,AMETISTA,7.831,9.0,9.0,7.5,8.3,8.333,5.0,-1,Masculino,9,2021,Não,8.375
RA-803,2022,0,AGATA,6.98,10.0,7.2,7.5,6.3,7.417,5.0,-2,Feminino,10,2022,Não,7.645833333400001
RA-804,2022,0,AGATA,6.848,10.0,8.4,6.3,4.8,7.667,5.0,-2,Masculino,10,2022,Não,6.9770833334
RA-805,2022,0,TOPAZIO,8.279,9.5,9.0,7.5,8.8,7.333,10.0,0,Masculino,8,2021,Não,7.572916666599999
RA-806,2022,0,AMETISTA,7.561,9.5,7.3,7.5,6.6,7.917,10.0,0,Masculino,8,2022,Não,7.55625
RA-807,2022,0,TOPAZIO,8.121,9.5,8.7,6.3,9.0,7.5,10.0,0,Masculino,8,2022,Não,8.1291666666
RA-808,2022,0,TOPAZIO,8.361,10.0,9.1,6.3,9.3,8.0,10.0,0,Masculino,8,2022,Não,8.420833333400001
RA-809,2022,0,AMETISTA,7.259,10.0,6.6,6.3,6.3,7.417,10.0,0,Masculino,7,2022,Não,7.56875
RA-810,2022,0,AMETISTA,7.887,8.5,9.1,5.0,9.6,7.25,10.0,0,Masculino,8,2021,Não,7.2875
RA-811,2022,0,AGATA,6.575,8.9,5.7,5.6,7.3,7.667,5.0,-1,Feminino,9,2021,Não,7.3875
RA-812,2022,0,AMETISTA,7.497,9.0,8.1,5.6,7.4,7.333,10.0,0,Masculino,8,2022,Não,7.583333333400001
RA-813,2022,0,AMETISTA,7.093,9.5,6.5,6.9,6.0,7.417,10.0,0,Masculino,8,2022,Não,7.697916666599999
RA-814,2022,0,AMETISTA,7.592,8.9,9.0,6.9,7.5,8.417,5.0,-1,Masculino,9,2022,Sim,7.6875
RA-815,2022,0,AGATA,6.81,10.0,7.9,5.6,6.5,7.0,5.0,-1,Masculino,9,2022,Não,7.822916666599999
RA-816,2022,0,TOPAZIO,8.513,10.0,9.3,7.5,9.6,9.417,5.0,-1,Feminino,9,2022,Sim,8.3125
RA-817,2022,0,AMETISTA,7.819,10.0,8.7,6.3,7.1,7.417,10.0,0,Feminino,8,2022,Não,7.2083333332
RA-818,2022,0,AMETISTA,7.483,9.5,7.3,7.5,6.2,7.5,10.0,0,Masculino,7,2022,Não,7.489583333400001
RA-819,2022,0,AMETISTA,7.741,10.0,7.9,7.5,7.3,7.333,10.0,0,Masculino,8,2022,Não,7.625
RA-820,2022,0,AMETISTA,7.417,9.5,10.0,6.9,6.0,7.583,5.0,-1,Masculino,9,2022,Não,7.71875
RA-821,2022,0,AGATA,6.342,9.0,7.0,7.5,4.6,6.917,5.0,-2,Masculino,10,2022,Não,7.33125
RA-822,2022,0,AGATA,6.922,8.0,8.4,7.5,6.1,7.083,5.0,-2,Masculino,10,2022,Não,7.3125
RA-823,2022,0,QUARTZO,5.989,10.0,6.0,7.5,2.8,7.167,5.0,-2,Feminino,10,2021,Não,7.197916666599999
RA-824,2022,0,AGATA,6.799,10.0,4.4,6.9,6.0,7.333,10.0,0,Masculino,8,2022,Não,7.4875
RA-825,2022,0,AMETISTA,7.25,7.5,8.2,6.9,7.6,7.917,5.0,-1,Feminino,9,2021,Não,7.125
RA-826,2022,0,AMETISTA,7.776,9.5,9.6,7.5,5.4,7.5,10.0,0,Masculino,8,2022,Não,7.375
RA-827,2022,0,AMETISTA,7.412,9.5,7.0,7.5,7.6,8.667,5.0,-2,Feminino,10,2022,Sim,7.84375
RA-828,2022,0,AMETISTA,7.139,9.5,7.1,7.5,6.9,7.833,5.0,-1,Feminino,9,2022,Não,7.333333333400001
RA-829,2022,0,AMETISTA,8.003,9.0,8.6,7.5,7.8,7.5,10.0,0,Feminino,8,2022,Não,7.802083333400001
RA-830,2022,0,AMETISTA,7.234,10.0,8.6,7.5,6.0,7.5,5.0,-1,Feminino,9,2022,Não,7.28125
RA-831,2022,0,AMETISTA,7.41,9.5,9.2,7.5,7.2,7.167,5.0,-1,Masculino,9,2022,Não,8.0520833334
RA-832,2022,0,TOPAZIO,8.179,10.0,9.2,7.5,8.8,8.833,5.0,-1,Masculino,9,2022,Sim,7.78125
RA-833,2022,0,AMETISTA,7.791,10.0,9.5,7.5,7.8,7.583,5.0,-1,Masculino,9,2022,Não,7.4
RA-834,2022,0,TOPAZIO,8.136,9.0,9.0,7.5,9.0,9.083,5.0,-1,Masculino,9,2022,Sim,8.25
RA-835,2022,0,AMETISTA,7.263,6.9,7.3,7.5,7.5,6.667,10.0,0,Masculino,8,2022,Não,8.09375
RA-836,2022,0,AMETISTA,7.665,8.5,8.3,7.5,9.2,7.583,5.0,-1,Masculino,9,2022,Não,8.291666666800001
RA-837,2022,0,TOPAZIO,8.207,8.5,9.0,7.5,8.8,7.5,10.0,0,Masculino,8,2022,Não,7.572916666599999
RA-838,2022,0,AMETISTA,7.461,10.0,7.4,7.5,6.3,9.417,5.0,-1,Masculino,9,2022,Sim,7.364583333400001
RA-839,2022,0,QUARTZO,5.198,0.0,5.1,7.5,5.4,6.583,5.0,-1,Feminino,9,2022,Não,7.1979166668
RA-840,2022,0,AMETISTA,7.875,9.0,8.2,7.5,7.8,7.5,10.0,0,Masculino,8,2022,Não,7.583333333400001
RA-841,2022,0,AMETISTA,7.3,8.5,8.5,7.5,7.2,7.5,5.0,-2,Masculino,11,2022,Não,8.3229166666
RA-842,2022,0,AMETISTA,7.952,7.5,8.3,7.5,9.1,8.25,10.0,0,Feminino,8,2022,Não,7.645833333400001
RA-843,2022,0,TOPAZIO,8.538,8.5,9.0,7.5,9.2,8.417,10.0,0,Feminino,8,2022,Sim,8.0625
RA-844,2022,0,AGATA,6.253,0.0,5.0,8.1,5.9,8.333,10.0,0,Masculino,8,2022,Não,7.0291666666
RA-845,2022,0,TOPAZIO,8.491,10.0,8.8,7.5,8.7,8.417,10.0,0,Feminino,8,2022,Sim,8.46875
RA-846,2022,0,AMETISTA,7.412,9.0,7.2,7.5,5.9,7.917,10.0,0,Feminino,7,2022,Não,7.375
RA-847,2022,0,AGATA,6.839,7.9,8.2,4.4,7.7,7.417,5.0,-1,Masculino,9,2022,Não,7.4375
RA-848,2022,0,AMETISTA,7.488,9.5,7.0,7.5,9.0,7.833,5.0,-1,Masculino,9,2022,Não,8.333333333199999
RA-849,2022,0,AMETISTA,7.369,8.5,8.3,7.5,9.1,7.417,5.0,-1,Masculino,9,2022,Não,7.645833333400001
RA-850,2022,0,AMETISTA,7.641,10.0,7.3,7.5,8.5,7.167,10.0,0,Masculino,8,2022,Não,7.64375
RA-851,2022,0,AMETISTA,7.515,9.0,7.9,7.5,8.3,6.583,10.0,0,Masculino,8,2022,Não,7.677083333400001
RA-852,2022,0,QUARTZO,5.666,9.0,6.8,5.0,2.1,5.5,10.0,0,Feminino,7,2022,Não,6.5270833334
RA-853,2022,0,TOPAZIO,8.616,10.0,9.6,7.5,8.5,8.5,10.0,0,Feminino,8,2022,Sim,8.145833333199999
RA-854,2022,0,TOPAZIO,8.098,8.0,9.0,7.5,9.3,7.167,10.0,0,Feminino,8,2022,Não,8.1875
RA-855,2022,0,TOPAZIO,8.453,10.0,9.6,7.5,9.7,9.0,5.0,-1,Feminino,9,2022,Sim,8.3125
RA-856,2022,0,TOPAZIO,8.398,10.0,9.1,7.5,8.4,8.0,10.0,0,Masculino,7,2022,Não,8.2916666666
RA-857,2022,0,TOPAZIO,8.154,8.5,8.9,7.5,9.5,9.083,5.0,-1,Feminino,9,2022,Sim,8.5208333334
RA-858,2022,0,AMETISTA,7.523,10.0,7.1,5.6,7.7,7.333,10.0,0,Masculino,7,2022,Não,7.35
RA-859,2022,0,TOPAZIO,8.325,8.5,8.7,7.5,8.9,8.25,10.0,0,Feminino,7,2022,Não,8.375
RA-860,2022,0,TOPAZIO,8.136,9.5,8.5,7.5,8.1,7.75,10.0,0,Masculino,7,2022,Não,7.65625
RA-861,2023,0,TOPAZIO,9.31095,9.5,10.0,8.13,9.6,8.92,10.0,0,Feminino,8,2023,,8.4375
RA-862,2023,0,TOPAZIO,8.2212,8.5,9.1,8.14,8.9,8.585,5.0,-1,Masculino,9,2023,,7.5
RA-863,2023,0,QUARTZO,5.92975,0.0,7.6,3.14,6.3,6.26,10.0,0,Masculino,7,2023,,5.9375
RA-864,2023,0,AMETISTA,7.034,0.0,7.6,8.14,6.3,8.5,10.0,0,Feminino,,2023,,7.5
RA-865,2023,0,TOPAZIO,8.1552,8.5,8.7,7.52,7.4,7.915,10.0,0,Masculino,8,2023,,7.5
RA-866,2023,0,AMETISTA,7.679,0.0,8.3,8.76,8.6,8.415,10.0,0,Feminino,,2023,,7.5
RA-867,2023,0,TOPAZIO,8.6992,9.0,8.6,8.76,8.9,8.415,10.0,0,Masculino,8,2023,,7.5
RA-868,2023,0,TOPAZIO,8.63895,10.0,9.5,8.76,7.1,8.67,10.0,0,Masculino,,2023,,7.1875
RA-869,2023,0,TOPAZIO,9.2587,9.0,10.0,8.76,9.6,8.75,10.0,0,Feminino,8,2023,,8.125
RA-870,2023,0,QUARTZO,4.909,0.0,8.5,8.76,1.5,5.165,5.0,-1,Feminino,9,2023,,5.0
RA-871,2023,0,AGATA,6.8617,9.0,9.5,3.76,6.9,6.84,5.0,-1,Masculino,9,2023,,4.375
RA-872,2023,0,QUARTZO,5.267,0.0,6.7,2.52,4.3,8.5,5.0,-2,Feminino,10,2023,,6.25
RA-873,2023,0,AMETISTA,7.8012,8.5,9.7,7.52,7.0,8.67,5.0,-2,Feminino,,2023,,6.25
RA-874,2023,0,QUARTZO,5.811,0.0,8.2,7.52,4.8,6.67,5.0,-1,Masculino,9,2023,,6.25
RA-875,2023,0,TOPAZIO,8.2712,9.5,9.5,7.52,7.3,9.845,5.0,-1,Masculino,9,2023,,7.5
RA-876,2023,0,TOPAZIO,8.6492,10.0,9.4,7.52,7.5,8.835,10.0,0,Masculino,,2023,,7.5
RA-877,2023,0,AMETISTA,7.4722,9.5,9.5,7.52,6.9,7.5,5.0,-1,Masculino,9,2023,,5.0
RA-878,2023,0,AGATA,6.24,0.0,9.5,2.52,8.1,7.34,5.0,-2,Masculino,10,2023,,5.0
RA-879,2023,0,AGATA,6.8225,0.0,9.8,2.52,8.2,8.915,5.0,-1,Feminino,,2023,,6.875
RA-880,2023,0,AGATA,6.724,0.0,9.4,2.52,6.3,8.585,10.0,0,Feminino,7,2023,,6.25
RA-881,2023,0,AMETISTA,7.7322,10.0,8.9,7.52,7.3,6.25,10.0,0,Masculino,8,2023,,5.0
RA-882,2023,0,AGATA,6.0092,9.0,8.6,2.52,4.7,4.16,10.0,0,Feminino,8,2023,,3.75
RA-883,2023,0,TOPAZIO,8.5082,9.5,9.7,6.89,8.4,8.17,10.0,0,Feminino,,2023,,6.25
RA-884,2023,0,TOPAZIO,8.4587,9.0,9.7,4.39,8.8,8.66,10.0,0,Feminino,,2023,,6.875
RA-885,2023,0,TOPAZIO,8.8252,9.0,9.8,7.52,8.7,8.665,10.0,0,Masculino,7,2023,,7.5
RA-886,2023,0,TOPAZIO,8.6422,8.5,9.4,7.52,8.1,9.0,10.0,0,Feminino,,2023,,7.5
RA-887,2023,0,TOPAZIO,8.6718,8.9,8.9,7.52,8.4,9.09,10.0,0,Masculino,8,2023,,7.5
RA-888,2023,0,TOPAZIO,8.9182,9.0,10.0,7.52,8.8,8.83,10.0,0,Masculino,,2023,,7.5
RA-889,2023,0,TOPAZIO,8.8092,8.5,9.5,6.89,9.1,9.0,10.0,0,Masculino,,2023,,7.5
RA-890,2023,0,AGATA,6.989,0.0,9.1,2.52,8.3,8.16,10.0,0,Masculino,8,2023,,6.25
RA-891,2023,0,AMETISTA,7.8882,9.5,9.5,6.89,7.5,7.995,5.0,-1,Feminino,,2023,,7.5
RA-684,2023,0,AMETISTA,7.4277,9.0,8.1,7.52,6.5,5.84,10.0,0,Masculino,8,2022,,6.875
RA-892,2023,0,TOPAZIO,8.8112,8.0,9.6,6.89,8.3,10.01,10.0,0,Masculino,8,2023,,7.5
RA-857,2023,0,TOPAZIO,8.1442,8.5,9.0,7.52,8.5,9.01,5.0,-1,Feminino,9,2022,,7.5
RA-893,2023,0,TOPAZIO,8.8042,9.5,10.0,7.52,9.3,10.01,5.0,-1,Masculino,,2023,,7.5
RA-894,2023,0,TOPAZIO,8.8142,9.5,9.9,7.52,9.4,10.01,5.0,-1,Feminino,9,2023,,7.5
RA-690,2023,0,TOPAZIO,8.6112,9.0,9.8,6.89,9.1,10.01,5.0,-2,Feminino,,2022,,7.5
RA-895,2023,0,TOPAZIO,8.5397,9.5,9.5,7.52,6.8,9.5,10.0,0,Feminino,8,2023,,6.875
RA-896,2023,0,TOPAZIO,9.0912,9.5,10.0,6.89,8.5,10.01,10.0,0,Masculino,7,2023,,7.5
RA-693,2023,0,TOPAZIO,9.0112,10.0,9.4,6.89,8.5,10.01,10.0,0,Feminino,,2022,,7.5
RA-675,2023,0,TOPAZIO,8.3577,10.0,8.0,7.52,8.3,8.34,10.0,0,Masculino,,2022,,6.875
RA-850,2023,0,AGATA,6.06525,0.0,7.9,6.26,7.3,6.265,5.0,-1,Masculino,9,2022,,6.5625
RA-897,2023,0,QUARTZO,5.48225,0.0,8.1,7.52,6.5,3.32,5.0,-1,Masculino,,2023,,6.5625
RA-842,2023,0,AMETISTA,7.2117,9.0,8.5,3.77,7.9,8.01,5.0,-1,Feminino,9,2022,,5.625
RA-898,2023,0,TOPAZIO,8.4217,9.0,9.8,3.77,9.4,10.01,5.0,-1,Masculino,,2023,,8.125
RA-899,2023,0,TOPAZIO,8.8452,10.0,9.8,3.77,9.5,9.34,10.0,0,Masculino,8,2023,,7.5
RA-900,2023,0,TOPAZIO,8.8947,9.0,9.8,9.38,7.8,8.67,10.0,0,Feminino,8,2023,,8.125
RA-846,2023,0,AMETISTA,7.4637,9.5,8.2,3.77,6.0,8.67,10.0,0,Feminino,8,2022,,5.625
RA-901,2023,0,AMETISTA,7.3112,8.5,8.7,3.77,7.5,8.595,5.0,-2,Masculino,10,2023,,6.25
RA-743,2023,0,AGATA,6.659,0.0,9.1,3.77,7.1,9.01,5.0,-2,Feminino,10,2022,,7.5
RA-681,2023,0,AGATA,6.2955,0.0,7.8,3.77,8.3,8.18,5.0,-2,Masculino,10,2022,,5.625
RA-902,2023,0,QUARTZO,5.97345,10.0,9.3,2.52,3.9,6.5,2.5,-3,Masculino,12,2023,,5.3125
RA-903,2023,0,TOPAZIO,8.5242,10.0,9.6,5.02,7.8,9.01,10.0,0,Feminino,,2023,,7.5
RA-851,2023,0,AGATA,6.1683,8.4,7.5,2.52,6.6,6.01,5.0,-1,Masculino,,2022,,5.625
RA-847,2023,0,AGATA,6.5418,7.9,9.1,2.52,7.6,5.84,5.0,-2,Masculino,10,2022,,5.0
RA-904,2023,0,TOPAZIO,8.140783333,9.0,9.3,7.52,6.4,7.836666667,10.0,0,Feminino,,2023,,7.8125
RA-858,2023,0,AMETISTA,7.248833333,0.0,8.1,3.77,9.3,7.946666667,10.0,0,Masculino,,2022,,8.125
RA-905,2023,0,AMETISTA,7.831033333,9.5,9.4,7.52,8.3,7.056666667,5.0,-1,Masculino,9,2023,,6.875
RA-702,2023,0,TOPAZIO,8.239866667,10.0,10.0,5.63,9.3,7.833333333,5.0,-1,Feminino,,2022,,7.5
RA-725,2023,0,TOPAZIO,8.117366667,9.5,9.0,7.52,8.4,8.113333333,5.0,-1,Masculino,9,2022,,8.125
RA-906,2023,0,TOPAZIO,8.1922,7.5,9.2,7.52,8.6,6.95,10.0,0,Masculino,,2023,,7.5
RA-907,2023,0,TOPAZIO,8.962033333,9.5,9.6,7.52,9.3,8.336666667,10.0,0,Feminino,8,2023,,8.125
RA-908,2023,0,TOPAZIO,8.479366667,9.0,9.0,7.52,7.9,8.223333333,10.0,0,Feminino,,2023,,8.125
RA-909,2023,0,TOPAZIO,8.486033333,10.0,9.9,7.52,9.2,8.056666667,5.0,-2,Feminino,10,2023,,8.125
RA-708,2023,0,AMETISTA,7.5105,0.0,9.8,7.52,9.2,8.28,5.0,-1,Masculino,9,2022,,8.125
RA-910,2023,0,AMETISTA,7.801,0.0,8.8,7.52,8.9,8.17,10.0,0,Masculino,8,2023,,8.75
RA-671,2023,0,AGATA,6.5143,7.9,8.3,3.14,7.8,5.68,5.0,-2,Masculino,,2021,,5.625
RA-836,2023,0,AMETISTA,7.6417,9.5,9.6,6.27,6.7,8.085,5.0,-2,Masculino,,2022,,6.875
RA-911,2023,0,QUARTZO,5.59545,9.0,6.7,2.52,3.4,7.01,5.0,-2,Masculino,11,2023,,5.3125
RA-860,2023,0,TOPAZIO,8.2372,7.0,9.8,6.89,7.4,8.34,10.0,0,Masculino,,2022,,7.5
RA-727,2023,0,AMETISTA,7.6802,9.5,8.8,2.52,8.0,9.34,5.0,-1,Masculino,,2022,,7.5
RA-739,2023,0,AMETISTA,7.5972,9.0,8.3,7.52,7.6,8.25,5.0,-1,Masculino,9,2022,,6.25
RA-740,2023,0,AMETISTA,7.2845,0.0,8.7,7.52,9.1,8.925,5.0,-2,Feminino,10,2022,,6.875
RA-912,2023,0,AMETISTA,7.0797,7.0,9.4,7.52,6.3,7.175,5.0,-1,Feminino,9,2023,,5.625
RA-706,2023,0,AMETISTA,7.1527,9.0,7.8,4.39,7.3,8.08,5.0,-2,Feminino,,2021,,6.875
RA-840,2023,0,AMETISTA,7.7862,9.5,9.0,4.38,8.2,8.59,5.0,-1,Masculino,,2022,,7.5
RA-841,2023,0,AGATA,6.78,0.0,7.2,7.52,6.9,9.84,5.0,-2,Masculino,11,2022,,7.5
RA-709,2023,0,AGATA,6.6927,10.0,7.9,7.52,4.9,6.59,5.0,-2,Feminino,11,2022,,5.625
RA-913,2023,0,AMETISTA,7.7432,8.0,8.5,6.89,7.9,9.245,5.0,-2,Feminino,,2023,,6.25
RA-726,2023,0,AMETISTA,7.3687,10.0,6.1,7.52,6.0,8.17,10.0,0,Feminino,8,2022,,5.625
RA-914,2023,0,TOPAZIO,8.6912,10.0,9.2,7.52,8.7,8.67,10.0,0,Feminino,8,2023,,6.25
RA-915,2023,0,TOPAZIO,8.5962,10.0,8.4,7.52,8.4,8.67,10.0,0,Feminino,,2023,,7.5
RA-916,2023,0,AMETISTA,7.3882,9.5,9.7,2.52,6.6,9.005,5.0,-1,Feminino,9,2023,,6.25
RA-917,2023,0,QUARTZO,5.987,0.0,7.2,2.52,7.0,6.35,10.0,0,Feminino,7,2023,,6.25
