RA,ANO,FASE,PEDRA,INDE,IAA,IEG,IPS,IDA,IPV,IAN,DEFASAGEM,GENERO,IDADE,ANO_INGRESSO,PONTO_VIRADA,IPP
RA-418,2023,3,TOPAZIO,8.1686,8.8,10.0,2.52,8.1,8.045,10.0,1,Feminino,,2020,,8.125
RA-419,2023,3,AMETISTA,7.7261,6.7,9.5,2.52,7.6,7.875,10.0,0,Feminino,,2019,,8.125
RA-421,2023,3,TOPAZIO,8.030716667,9.2,9.9,2.52,7.3,8.17,10.0,0,Masculino,,2021,,7.8125
RA-407,2023,3,AMETISTA,7.665083333,9.6,8.6,7.52,7.3,7.5,5.0,-1,Masculino,14,2022,,7.8125
RA-425,2023,3,TOPAZIO,8.10555,9.2,9.9,2.52,7.5,8.3775,10.0,0,Masculino,13,2022,,7.8125
RA-426,2023,3,AGATA,6.329158333,5.4,7.6,5.0,5.0,7.5425,5.0,-1,Feminino,,2022,,7.65625
RA-430,2023,3,AMETISTA,7.146716667,9.2,9.3,2.52,6.4,7.75,5.0,-1,Masculino,14,2022,,7.8125
RA-1164,2023,3,AGATA,6.910091667,9.2,7.5,2.52,4.8,7.545,10.0,0,Masculino,13,2023,,7.65625
RA-1165,2023,3,AMETISTA,7.880716667,9.2,9.1,5.0,7.3,7.2925,10.0,0,Feminino,12,2023,,7.1875
RA-432,2023,3,AGATA,6.850183333,8.8,9.0,2.52,5.2,8.0425,5.0,-2,Feminino,,2019,,7.8125
RA-303,2023,3,QUARTZO,5.914291667,0.0,7.3,7.52,5.1,7.05,5.0,-2,Masculino,15,2019,,7.65625
RA-420,2023,3,AMETISTA,7.356358333,8.3,9.3,2.52,5.3,7.96,10.0,0,Feminino,,2019,,7.65625
RA-1166,2023,3,AMETISTA,7.307858333,8.3,9.6,7.52,4.8,7.9175,5.0,-2,Feminino,15,2023,,7.65625
RA-1167,2023,3,AGATA,6.021891667,8.8,7.6,2.52,3.8,7.9625,2.5,-3,Masculino,16,2023,,7.65625
RA-424,2023,3,AMETISTA,7.72685,8.8,9.9,2.52,6.4,7.7925,10.0,0,Feminino,,2022,,7.8125
RA-398,2023,3,AMETISTA,7.153766667,6.7,8.1,2.52,6.5,7.7925,10.0,1,Feminino,,2022,,7.5
RA-399,2023,3,AMETISTA,7.000033333,7.9,8.2,2.52,4.7,8.165,10.0,0,Feminino,,2022,,7.5
RA-428,2023,3,AMETISTA,7.821816667,8.3,9.5,2.52,7.2,8.0425,10.0,0,Masculino,,2022,,7.8125
RA-315,2023,3,QUARTZO,5.977708333,0.0,6.8,5.0,6.3,7.8375,5.0,-1,Feminino,,2022,,7.96875
RA-402,2023,3,AGATA,6.632716667,9.2,7.3,2.52,4.2,6.88,10.0,0,Feminino,13,2019,,7.8125
RA-1168,2023,3,QUARTZO,5.886625,0.0,8.8,2.52,3.5,7.045,10.0,0,Feminino,13,2023,,7.65625
RA-613,2023,3,AGATA,6.864508333,9.2,9.4,5.0,4.8,7.2125,5.0,-1,Masculino,14,2020,,6.71875
RA-304,2023,3,AGATA,6.241583333,0.0,8.8,5.0,5.7,7.835,5.0,-2,Masculino,,2020,,7.8125
RA-457,2023,3,TOPAZIO,8.256833333,7.5,8.6,7.52,8.1,8.045,10.0,0,Feminino,13,2022,,8.125
RA-307,2023,3,AGATA,6.047333333,0.0,6.5,7.52,6.3,7.46,5.0,-2,Masculino,,2022,,7.5
RA-283,2023,3,AMETISTA,7.549025,8.3,9.5,7.52,6.8,7.5025,5.0,-2,Masculino,15,2020,,7.03125
RA-459,2023,3,TOPAZIO,8.240016667,6.7,9.3,7.52,8.3,7.88,10.0,0,Masculino,13,2019,,7.1875
RA-440,2023,3,AGATA,6.989208333,0.0,8.2,7.52,6.2,7.835,10.0,0,Masculino,12,2022,,7.96875
RA-443,2023,3,AGATA,6.895508333,7.1,7.5,2.52,7.6,8.125,5.0,-1,Feminino,14,2019,,7.96875
RA-454,2023,3,QUARTZO,4.603416667,0.0,7.5,5.0,2.6,5.54,5.0,-2,Masculino,15,2018,,4.6875
RA-444,2023,3,QUARTZO,5.958791667,0.0,7.9,5.0,4.7,6.4575,10.0,1,Masculino,11,2018,,6.40625
RA-170,2023,3,AMETISTA,7.062433333,8.8,8.9,2.52,7.2,7.6725,5.0,-2,Feminino,15,2018,,6.875
RA-1169,2023,3,AMETISTA,7.213625,7.5,9.5,5.0,6.3,8.0025,5.0,-1,Feminino,,2023,,7.03125
RA-458,2023,3,AGATA,6.312083333,9.6,6.9,7.52,3.8,6.2475,5.0,-1,Masculino,,2019,,7.1875
RA-1170,2023,3,AGATA,6.874683333,8.8,7.7,7.52,5.9,6.5775,5.0,-1,Masculino,,2023,,7.1875
RA-1171,2023,3,AMETISTA,7.856033333,7.9,8.4,5.0,8.7,8.88,5.0,-1,Masculino,14,2023,,8.75
RA-449,2023,3,AMETISTA,7.396508333,7.1,7.2,7.52,7.0,6.8425,10.0,0,Feminino,12,2022,,7.34375
RA-462,2023,3,AGATA,6.2267,10.0,8.1,5.0,2.7,6.5825,5.0,-2,Feminino,,2022,,7.5
RA-176,2023,4,TOPAZIO,8.316833333,9.6,9.5,2.52,8.0,9.0025,10.0,0,Feminino,14,2018,,8.125
RA-178,2023,4,AMETISTA,7.406658333,7.9,8.7,2.52,5.9,8.42,10.0,0,Feminino,,2016,,7.65625
RA-193,2023,4,AMETISTA,7.718566667,8.3,9.4,2.52,6.5,8.17,10.0,1,Masculino,13,2016,,8.125
RA-1172,2023,4,AMETISTA,7.030108333,8.3,7.8,2.52,6.7,8.46,5.0,-2,Feminino,16,2023,,8.59375
RA-180,2023,4,TOPAZIO,8.283216667,9.2,9.4,2.52,8.0,8.92,10.0,1,Masculino,13,2018,,8.4375
RA-181,2023,4,AMETISTA,7.671208333,9.6,8.3,2.52,6.8,8.2525,10.0,0,Feminino,,2019,,7.96875
RA-195,2023,4,AMETISTA,7.60205,7.1,9.2,2.52,6.0,8.79,10.0,0,Feminino,,2017,,8.4375
RA-196,2023,4,AMETISTA,7.560991667,7.9,9.0,2.52,6.2,8.2125,10.0,1,Masculino,13,2018,,8.28125
RA-211,2023,4,TOPAZIO,8.024791667,9.6,9.4,2.52,7.1,8.71,10.0,0,Masculino,14,2021,,7.65625
RA-197,2023,4,AMETISTA,7.967608333,8.3,9.8,2.52,7.2,8.46,10.0,1,Feminino,13,2021,,7.96875
RA-229,2023,4,TOPAZIO,8.207591667,9.2,9.8,2.52,7.8,8.42,10.0,1,Masculino,,2022,,8.28125
RA-186,2023,4,AMETISTA,7.817541667,7.5,9.7,2.52,6.9,8.46,10.0,0,Feminino,,2019,,7.96875
RA-189,2023,4,AMETISTA,7.727325,7.9,9.4,2.52,6.5,8.3775,10.0,0,Masculino,14,2018,,8.28125
RA-191,2023,4,AMETISTA,7.263666667,0.0,9.7,2.52,7.8,8.4625,10.0,0,Masculino,14,2019,,8.125
RA-1173,2023,4,AMETISTA,7.67285,8.8,9.7,2.52,6.0,8.1225,10.0,0,Masculino,14,2023,,7.8125
RA-217,2023,4,AGATA,6.96965,8.3,8.6,2.52,5.6,8.5025,5.0,-1,Feminino,,2021,,8.4375
RA-1174,2023,4,AMETISTA,7.333591667,9.2,8.7,2.52,6.8,8.3375,5.0,-1,Feminino,15,2023,,8.90625
RA-192,2023,4,AGATA,6.616016667,8.8,6.2,5.0,6.5,7.3775,5.0,-2,Masculino,16,2021,,7.1875
RA-184,2023,4,TOPAZIO,8.430241667,7.9,9.5,7.52,7.1,8.5025,10.0,1,Masculino,13,2019,,8.59375
RA-200,2023,4,QUARTZO,5.661166667,9.6,4.5,2.52,4.3,7.17,5.0,-2,Masculino,16,2018,,7.5
RA-1175,2023,4,QUARTZO,5.939858333,8.3,5.3,2.52,6.3,7.6275,2.5,-3,Feminino,,2023,,7.65625
RA-204,2023,4,AMETISTA,7.557558333,8.8,7.9,2.52,7.1,8.045,10.0,0,Feminino,,2019,,8.28125
RA-1176,2023,4,TOPAZIO,8.881483333,8.3,9.3,7.52,8.2,9.17,10.0,1,Masculino,13,2023,,9.6875
RA-1177,2023,4,TOPAZIO,8.345491667,10.0,9.9,2.52,7.2,8.88,10.0,0,Feminino,14,2023,,8.90625
RA-215,2023,4,AMETISTA,7.166475,8.8,6.6,2.52,6.9,7.7125,10.0,0,Feminino,14,2021,,7.96875
RA-1178,2023,4,AMETISTA,7.066475,8.8,9.3,2.52,5.7,8.2125,5.0,-2,Masculino,,2023,,7.96875
RA-149,2023,4,QUARTZO,5.622266667,8.8,4.2,2.52,4.7,7.2925,5.0,-2,Feminino,,2022,,7.5
RA-1179,2023,4,AGATA,6.631333333,9.6,8.1,4.38,5.0,7.17,5.0,-1,Masculino,,2023,,6.875
RA-218,2023,4,QUARTZO,5.811541667,0.0,6.7,2.52,6.7,7.88,5.0,-1,Feminino,15,2022,,7.96875
RA-220,2023,4,AMETISTA,7.102016667,8.8,7.6,2.52,6.1,7.5475,10.0,0,Feminino,14,2022,,7.1875
RA-202,2023,4,AGATA,6.791641667,8.8,7.9,2.52,5.9,8.005,5.0,-1,Feminino,,2017,,7.96875
RA-1180,2023,4,AMETISTA,7.067983333,8.3,9.5,5.0,5.4,7.7125,5.0,-1,Masculino,15,2023,,7.1875
RA-1181,2023,4,AGATA,6.971266667,8.8,8.3,2.52,4.8,7.3375,10.0,0,Feminino,,2023,,7.5
RA-1182,2023,4,QUARTZO,5.709808333,7.5,6.3,2.52,4.2,7.2125,5.0,-2,Feminino,,2023,,6.71875
RA-205,2023,4,AGATA,6.857625,9.6,7.6,4.38,6.6,7.09,5.0,-1,Masculino,,2020,,7.03125
RA-1183,2023,4,AGATA,6.269541667,7.5,8.7,2.52,5.3,6.7575,5.0,-1,Masculino,15,2023,,6.09375
RA-237,2023,4,AMETISTA,7.436566667,8.3,9.5,2.52,6.7,8.96,5.0,-1,Feminino,15,2022,,8.125
RA-147,2023,4,QUARTZO,5.5425,0.0,7.0,5.63,4.5,7.46,5.0,-1,Feminino,15,2022,,6.875
RA-240,2023,4,AGATA,6.337966667,7.1,6.7,2.52,4.8,6.9175,10.0,0,Feminino,,2017,,6.875
RA-1184,2023,4,AMETISTA,7.381566667,8.3,8.3,5.0,7.3,8.045,5.0,-2,Masculino,,2023,,8.125
RA-241,2023,4,AMETISTA,7.016,0.0,9.9,2.52,7.5,9.545,5.0,-1,Masculino,,2016,,8.75
RA-242,2023,4,TOPAZIO,8.221841667,7.1,9.7,2.52,7.9,9.3775,10.0,0,Masculino,14,2018,,8.59375
RA-138,2023,4,AGATA,6.784075,10.0,7.9,6.26,4.3,7.4175,5.0,-2,Masculino,16,2016,,7.34375
RA-244,2023,4,AMETISTA,7.044333333,0.0,8.8,2.52,7.3,8.8325,10.0,1,Feminino,13,2018,,8.125
RA-245,2023,4,AMETISTA,7.171166667,0.0,10.0,2.52,8.1,9.5875,5.0,-1,Masculino,,2016,,8.75
RA-246,2023,4,TOPAZIO,8.256766667,8.8,9.9,4.39,6.8,8.9175,10.0,0,Masculino,,2022,,8.125
RA-141,2023,4,AGATA,6.719791667,9.6,8.4,5.63,4.5,7.0425,5.0,-1,Masculino,15,2017,,7.03125
RA-239,2023,4,AGATA,6.411333333,0.0,8.4,5.0,7.0,7.6275,5.0,-2,Feminino,16,2021,,8.125
RA-1185,2023,4,TOPAZIO,8.02675,7.5,9.1,5.0,7.5,8.3775,10.0,1,Feminino,,2023,,7.8125
RA-262,2023,4,QUARTZO,4.406458333,0.0,3.7,5.0,3.8,6.05,5.0,-2,Masculino,,2021,,7.03125
RA-1186,2023,4,AMETISTA,7.281433333,8.8,9.8,6.89,5.5,7.3825,5.0,-2,Feminino,,2023,,6.875
RA-397,2023,4,AGATA,6.207083333,7.5,7.9,2.52,4.6,7.465,5.0,-1,Feminino,15,2017,,7.1875
RA-1187,2023,4,AGATA,6.644475,8.8,6.9,2.52,5.3,6.715,10.0,1,Feminino,13,2023,,7.34375
RA-145,2023,4,,,7.9,9.0,6.004,6.2,7.4625,2.5,-3,Masculino,17,2017,,7.96875
RA-1188,2023,4,,,9.6,9.4,6.5120000000000005,6.4,7.5875,5.0,-1,Feminino,15,2023,,7.8125
RA-265,2023,4,,,8.3,8.7,6.507,7.0,7.88,10.0,0,Masculino,14,2019,,7.96875
RA-254,2023,4,,,9.6,8.8,4.632,5.9,7.71,5.0,-1,Masculino,15,2019,,7.8125
RA-267,2023,4,,,7.9,7.7,5.88,2.7,6.505,5.0,-2,Feminino,16,2016,,4.6875
RA-1189,2023,4,,,8.8,9.0,6.624,6.1,7.3775,5.0,-1,Feminino,,2023,,7.8125
RA-295,2023,4,AMETISTA,7.641016667,8.8,8.8,2.52,7.7,9.005,5.0,-1,Feminino,15,2022,,9.0625
RA-269,2023,4,TOPAZIO,8.116041667,9.6,9.0,2.52,7.4,8.7975,10.0,0,Masculino,14,2022,,8.59375
RA-313,2023,4,AMETISTA,7.011091667,9.2,8.7,2.52,3.9,7.75,10.0,0,Feminino,14,2022,,7.65625
RA-1190,2023,4,AGATA,6.330041667,0.0,9.2,5.0,4.2,7.045,10.0,0,Masculino,,2023,,7.34375
RA-301,2023,4,AGATA,6.760341667,9.2,5.4,7.52,5.2,6.465,10.0,0,Feminino,,2019,,6.71875
RA-286,2023,4,QUARTZO,5.713333333,0.0,7.5,5.0,4.7,7.3375,5.0,-1,Feminino,15,2022,,8.125
RA-1191,2023,4,AGATA,6.175333333,7.5,7.2,5.0,3.7,6.26,10.0,0,Masculino,,2023,,5.0
RA-1192,2023,4,AGATA,6.780741667,7.9,8.7,2.52,5.8,7.6675,5.0,-1,Feminino,15,2023,,7.96875
RA-174,2023,4,AGATA,6.1242,7.9,5.6,5.0,5.1,7.2125,5.0,-2,Feminino,16,2019,,7.5
RA-1193,2023,4,AGATA,6.018083333,0.0,7.8,5.0,4.1,7.13,10.0,0,Feminino,,2023,,7.1875
RA-308,2023,4,AGATA,6.578558333,5.4,6.8,5.0,4.9,7.5025,10.0,0,Masculino,14,2019,,7.03125
RA-152,2023,4,AGATA,6.30695,7.9,7.7,2.52,4.5,7.71,5.0,-2,Feminino,16,2022,,7.8125
RA-270,2023,4,AMETISTA,7.982633333,9.2,9.0,2.52,6.6,9.1275,10.0,0,Feminino,14,2019,,8.75
RA-271,2023,4,AGATA,6.140333333,0.0,9.3,2.52,5.9,7.7125,5.0,-2,Feminino,16,2022,,8.125
RA-299,2023,4,AGATA,6.796541667,0.0,9.6,2.52,6.1,8.005,10.0,0,Feminino,14,2019,,7.96875
RA-316,2023,4,TOPAZIO,8.436908333,10.0,9.5,7.52,5.7,8.96,10.0,0,Feminino,14,2022,,8.59375
RA-318,2023,4,AGATA,6.856575,7.9,8.1,6.26,4.9,7.71,5.0,-1,Feminino,15,2019,,7.96875
RA-274,2023,4,TOPAZIO,8.137625,7.5,9.5,5.63,7.5,8.295,10.0,1,Feminino,12,2019,,7.65625
RA-320,2023,4,TOPAZIO,8.393508333,9.2,9.9,7.52,5.5,8.96,10.0,0,Feminino,14,2022,,8.59375
RA-277,2023,4,AMETISTA,7.7284,8.3,9.9,7.52,5.5,8.7525,5.0,-1,Masculino,,2021,,8.125
RA-278,2023,4,AMETISTA,7.1935,0.0,9.8,5.63,5.6,8.3775,10.0,1,Masculino,13,2018,,8.75
RA-291,2023,4,TOPAZIO,8.493058333,8.8,8.6,7.52,7.1,9.21,10.0,0,Masculino,14,2022,,8.90625
RA-306,2023,4,QUARTZO,5.732375,0.0,7.9,6.26,4.0,7.46,5.0,-1,Feminino,,2021,,7.34375
RA-279,2023,4,TOPAZIO,9.006266667,8.8,10.0,6.27,8.9,9.2125,10.0,0,Masculino,14,2019,,8.75
RA-280,2023,4,TOPAZIO,8.189225,6.7,9.5,7.52,6.5,8.7125,10.0,0,Feminino,,2021,,8.28125
RA-276,2023,4,AGATA,6.690458333,6.3,8.5,2.52,5.5,6.585,10.0,0,Feminino,,2017,,7.03125
RA-285,2023,4,QUARTZO,5.380358333,8.3,4.6,2.52,4.7,7.13,2.5,-3,Feminino,17,2020,,7.65625
RA-1194,2023,4,AMETISTA,7.671933333,8.8,9.0,5.0,6.1,7.6675,10.0,1,Masculino,13,2023,,7.5
RA-287,2023,4,QUARTZO,3.745541667,0.0,4.8,2.52,3.9,5.375,2.5,-4,Feminino,18,2022,,4.21875
RA-319,2023,4,TOPAZIO,8.367208333,9.6,9.2,5.0,7.2,8.88,10.0,0,Masculino,,2022,,8.59375
RA-321,2023,4,AMETISTA,7.695233333,8.3,9.4,2.52,6.2,8.42,10.0,1,Feminino,13,2022,,8.125
RA-1195,2023,4,QUARTZO,5.677291667,0.0,8.3,2.52,5.4,8.0025,2.5,-3,Feminino,,2022,,8.28125
RA-159,2023,4,AGATA,6.805033333,7.9,8.1,2.52,6.3,7.8775,5.0,-2,Feminino,16,2021,,8.125
RA-322,2023,4,AMETISTA,7.037808333,6.7,8.3,2.52,5.3,8.045,10.0,0,Feminino,14,2022,,7.96875
RA-251,2023,4,AGATA,6.665208333,9.6,8.0,2.52,5.3,7.835,5.0,-1,Masculino,,2018,,7.34375
RA-116,2023,5,AGATA,6.433075,6.7,7.6,5.0,4.7,7.5475,5.0,-2,Feminino,17,2019,,7.96875
RA-103,2023,5,TOPAZIO,8.0239,8.3,9.2,5.0,7.1,8.09,10.0,1,Feminino,14,2020,,8.125
RA-42,2023,5,AGATA,6.794516667,8.8,8.6,5.63,5.7,6.6675,5.0,-1,Masculino,,2019,,6.5625
RA-121,2023,5,AGATA,6.811875,6.3,8.8,5.0,6.0,7.4625,5.0,-1,Feminino,,2021,,7.34375
RA-106,2023,5,AMETISTA,7.769658333,7.9,9.1,5.0,7.3,7.5075,10.0,0,Feminino,15,2016,,7.03125
RA-123,2023,5,AGATA,6.068333333,0.0,9.4,5.0,5.7,6.8375,5.0,-2,Masculino,17,2017,,6.875
RA-46,2023,5,QUARTZO,5.545383333,7.1,7.4,2.52,4.4,6.6275,2.5,-3,Feminino,18,2022,,6.5625
RA-125,2023,5,AGATA,6.989633333,9.2,7.7,5.0,5.8,7.835,5.0,-1,Feminino,16,2022,,8.125
RA-110,2023,5,TOPAZIO,8.0879,8.3,8.6,5.0,7.5,8.2975,10.0,0,Masculino,15,2017,,8.75
RA-128,2023,5,AGATA,6.503908333,6.7,7.3,5.0,5.7,7.5475,5.0,-1,Masculino,16,2019,,7.34375
RA-143,2023,5,AMETISTA,7.794358333,8.3,9.6,2.52,6.5,8.3375,10.0,1,Masculino,,2019,,8.28125
RA-111,2023,5,AMETISTA,7.566458333,7.5,8.7,5.0,6.0,8.0875,10.0,1,Feminino,14,2020,,7.65625
RA-112,2023,5,AMETISTA,7.141308333,6.7,8.1,5.0,7.4,7.9225,5.0,-1,Feminino,,2016,,7.96875
RA-115,2023,5,AGATA,6.319141667,8.8,7.1,5.0,4.2,7.215,5.0,-1,Feminino,16,2019,,7.34375
RA-1196,2023,5,AMETISTA,7.03025,0.0,8.2,5.0,7.5,8.045,10.0,0,Masculino,15,2023,,7.8125
RA-52,2023,5,AMETISTA,7.9642,10.0,9.8,2.52,6.4,8.2975,10.0,1,Masculino,,2018,,8.125
RA-1197,2023,5,AGATA,6.946058333,6.7,8.4,5.0,7.3,7.215,5.0,-1,Feminino,16,2023,,7.03125
RA-108,2023,5,QUARTZO,4.9308,5.8,7.3,2.52,2.9,5.59,5.0,-2,Feminino,,2019,,4.375
RA-1198,2023,5,AMETISTA,7.515233333,8.3,9.4,6.26,6.7,7.9625,5.0,-1,Feminino,,2023,,7.5
RA-127,2023,5,AMETISTA,7.91935,8.8,7.8,6.26,6.4,8.6725,10.0,0,Feminino,15,2022,,8.4375
RA-114,2023,5,QUARTZO,5.335,0.0,6.0,3.14,5.6,7.255,5.0,-2,Masculino,,2022,,7.5
RA-146,2023,5,AMETISTA,7.584483333,6.2,9.5,5.0,7.9,8.2125,5.0,-1,Feminino,,2022,,8.4375
RA-1199,2023,5,AMETISTA,7.024933333,6.7,9.1,5.0,6.2,8.0875,5.0,-2,Masculino,,2023,,6.875
RA-70,2023,5,AGATA,6.869133333,9.2,9.2,5.0,4.3,7.545,5.0,-2,Feminino,17,2017,,7.5
RA-107,2023,5,AGATA,6.845208333,0.0,8.5,5.0,7.0,7.5875,10.0,0,Feminino,15,2018,,7.34375
RA-1200,2023,5,QUARTZO,5.711166667,0.0,6.4,5.0,4.0,6.8725,10.0,0,Feminino,15,2023,,7.5
RA-151,2023,5,AGATA,6.892541667,0.0,7.8,7.52,7.9,8.1725,5.0,-2,Feminino,17,2020,,8.59375
RA-85,2023,5,AMETISTA,7.08435,8.8,8.9,6.27,5.7,7.8425,5.0,-1,Masculino,16,2022,,5.9375
RA-1201,2023,5,TOPAZIO,8.378008333,9.2,9.6,3.77,7.8,8.7575,10.0,0,Masculino,15,2023,,8.59375
RA-131,2023,5,QUARTZO,5.952358333,8.3,7.8,5.0,2.2,6.8,5.0,-1,Feminino,16,2016,,7.65625
RA-132,2023,5,AMETISTA,7.350625,7.5,8.7,2.52,6.5,7.715,10.0,0,Feminino,15,2019,,7.65625
RA-133,2023,5,AGATA,6.168416667,7.5,7.9,2.52,5.3,6.505,5.0,-1,Feminino,16,2016,,7.1875
RA-104,2023,5,QUARTZO,4.25,0.0,7.7,2.52,2.6,5.6275,2.5,-3,Masculino,,2022,,5.625
RA-137,2023,5,QUARTZO,5.937025,7.1,6.3,2.52,6.0,6.88,5.0,-2,Feminino,17,2016,,6.40625
RA-144,2023,5,QUARTZO,4.990333333,0.0,5.2,2.52,4.4,6.0,10.0,1,Feminino,14,2017,,6.25
RA-1202,2023,5,AGATA,6.202008333,7.1,7.6,7.52,3.3,6.67,5.0,-1,Feminino,16,2023,,7.34375
RA-90,2023,5,TOPAZIO,8.699408333,10.0,9.6,7.52,7.7,8.1725,10.0,1,Feminino,14,2019,,8.59375
RA-167,2023,5,AMETISTA,7.806141667,8.8,9.9,5.0,7.9,7.8375,5.0,-2,Feminino,,2018,,7.96875
RA-168,2023,5,AGATA,6.483083333,0.0,9.6,6.89,4.7,6.4225,10.0,0,Feminino,15,2018,,6.5625
RA-1203,2023,5,AMETISTA,7.487841667,9.2,10.0,2.52,7.2,7.8775,5.0,-1,Feminino,,2023,,7.96875
RA-155,2023,5,AGATA,6.318991667,7.9,8.1,5.0,4.4,6.5875,5.0,-2,Masculino,17,2022,,7.03125
RA-94,2023,5,AMETISTA,7.289333333,7.5,9.6,2.52,7.2,7.795,5.0,-1,Feminino,,2018,,8.75
RA-81,2023,5,AMETISTA,7.45425,9.6,8.8,2.52,6.3,7.2125,10.0,0,Feminino,15,2017,,7.8125
RA-302,2023,5,QUARTZO,5.314333333,0.0,7.3,5.0,4.3,6.255,5.0,-2,Masculino,17,2022,,7.5
RA-171,2023,5,AGATA,6.293083333,7.5,7.2,5.0,5.2,6.755,5.0,-2,Masculino,17,2022,,7.1875
RA-160,2023,5,AGATA,6.598266667,8.8,8.3,2.52,5.0,7.46,5.0,-1,Feminino,16,2021,,8.125
RA-1204,2023,5,AGATA,6.940416667,7.5,8.7,5.0,6.1,7.2125,5.0,-1,Masculino,16,2023,,7.8125
RA-1205,2023,5,AGATA,6.806466667,9.2,9.2,6.26,5.0,7.085,2.5,-3,Feminino,18,2023,,7.5
RA-173,2023,5,AMETISTA,7.757466667,9.2,8.5,6.26,8.1,7.8775,5.0,-2,Masculino,17,2019,,8.125
RA-166,2023,5,TOPAZIO,8.105583333,7.5,8.9,6.26,8.1,7.4625,10.0,0,Masculino,,2020,,8.4375
RA-175,2023,5,AGATA,6.569516667,8.8,9.2,2.52,4.8,7.085,5.0,-1,Feminino,,2018,,7.1875
RA-153,2023,5,AMETISTA,7.289966667,9.2,7.4,2.52,6.4,7.71,10.0,0,Feminino,15,2018,,8.125
RA-1206,2023,5,AGATA,6.724183333,8.8,8.3,2.52,5.6,7.7125,5.0,-2,Feminino,17,2023,,7.8125
RA-157,2023,5,AMETISTA,7.879008333,7.1,9.9,2.52,6.8,8.63,10.0,2,Feminino,13,2018,,8.59375
RA-1207,2023,5,AMETISTA,7.58235,8.8,9.0,5.0,5.5,7.63,10.0,0,Feminino,,2023,,7.8125
RA-1208,2023,5,AMETISTA,7.0651,8.8,8.8,2.52,6.2,6.2525,10.0,0,Masculino,15,2023,,6.875
RA-1209,2023,5,AMETISTA,7.43375,7.5,9.4,5.0,7.4,7.7125,5.0,-1,Feminino,16,2023,,7.8125
RA-158,2023,5,AMETISTA,7.297425,7.1,9.0,2.52,6.0,7.545,10.0,1,Feminino,,2017,,8.28125
RA-161,2023,5,AGATA,6.250166667,0.0,7.3,2.52,5.8,7.795,10.0,1,Feminino,14,2018,,8.125
RA-164,2023,5,QUARTZO,5.638666667,0.0,8.2,2.52,5.8,6.9625,5.0,-1,Masculino,16,2018,,6.875
RA-1210,2023,5,AMETISTA,7.171083333,9.6,9.4,5.0,4.7,8.09,5.0,-1,Feminino,16,2023,,7.8125
RA-165,2023,5,AMETISTA,7.583433333,6.7,9.2,2.52,7.3,7.795,10.0,0,Feminino,,2017,,8.125
RA-1211,2023,5,AMETISTA,7.09205,7.1,9.1,5.0,6.2,7.7125,5.0,-1,Feminino,16,2023,,7.8125
RA-1212,2023,5,AGATA,6.755358333,8.3,8.9,5.0,4.2,7.715,5.0,-1,Feminino,16,2023,,7.65625
RA-1213,2023,5,QUARTZO,5.95625,0.0,8.4,2.52,6.0,7.715,5.0,-2,Feminino,,2023,,7.8125
RA-40,2023,6,AMETISTA,7.169975,7.5,8.2,7.52,5.9,7.755,5.0,-1,Feminino,17,2016,,7.96875
RA-1214,2023,6,TOPAZIO,8.378666667,9.6,9.8,6.89,7.4,7.6725,10.0,0,Masculino,16,2023,,7.5
RA-71,2023,6,AMETISTA,7.3651,6.7,9.8,6.26,6.6,7.7125,5.0,-2,Feminino,,2019,,7.5
RA-53,2023,6,AMETISTA,7.600633333,9.2,9.1,5.63,7.7,7.5875,5.0,-2,Masculino,18,2022,,7.5
RA-43,2023,6,AGATA,6.4622,7.9,6.7,5.63,5.0,7.5875,5.0,-1,Feminino,17,2019,,7.5
RA-55,2023,6,AGATA,6.898033333,7.9,8.1,3.14,7.1,7.545,5.0,-1,Feminino,,2017,,7.5
RA-44,2023,6,AGATA,6.258333333,0.0,8.5,5.01,6.9,7.17,5.0,-2,Feminino,,2021,,7.5
RA-1215,2023,6,AGATA,6.339466667,7.1,5.6,5.0,4.1,7.1725,10.0,0,Feminino,16,2023,,7.5
RA-45,2023,6,TOPAZIO,8.303591667,7.1,9.6,6.26,7.9,8.1725,10.0,0,Feminino,,2019,,8.28125
RA-56,2023,6,TOPAZIO,8.284333333,9.6,9.5,5.0,7.8,7.8,10.0,0,Feminino,16,2019,,8.125
RA-57,2023,6,AGATA,6.450875,0.0,8.0,5.63,7.2,7.755,5.0,-1,Masculino,,2017,,7.96875
RA-58,2023,6,AMETISTA,7.70625,0.0,9.7,6.26,8.1,8.3825,10.0,0,Masculino,,2017,,8.4375
RA-59,2023,6,AMETISTA,7.692291667,7.5,9.6,5.63,7.2,8.4225,5.0,-2,Masculino,,2022,,8.28125
RA-1216,2023,6,AMETISTA,7.7105,9.6,9.0,5.63,7.9,7.795,5.0,-2,Feminino,19,2023,,7.5
RA-78,2023,6,AGATA,6.434625,0.0,7.7,6.26,6.7,8.0025,5.0,-2,Feminino,,2018,,8.28125
RA-79,2023,6,AGATA,6.635883333,5.8,6.2,5.0,7.6,7.59,5.0,-1,Feminino,,2018,,7.8125
RA-61,2023,6,AMETISTA,7.382108333,8.3,7.0,6.26,6.2,7.4625,10.0,0,Masculino,16,2021,,7.96875
RA-63,2023,6,TOPAZIO,8.0641,6.7,9.0,6.89,8.7,8.9675,5.0,-1,Masculino,,2018,,8.75
